shirt	white_shirt,skirt,collared_shirt,long_sleeves,short_sleeves,jacket,bow,pleated_skirt,school_uniform,open_clothes,necktie,ribbon,hair_ornament,black_skirt,black_shirt,hat,sleeveless,pants,jewelry,shorts,gloves,underwear,sleeveless_shirt,socks,thighhighs,shoes,miniskirt,frills,panties,sailor_collar,bowtie,puffy_sleeves,dress_shirt,hair_ribbon,hair_bow,vest,pantyhose,bare_shoulders,black_jacket,open_jacket,cleavage,belt,open_shirt,blue_skirt,earrings,black_gloves,dress,black_footwear,hairband,hairclip,alternate_costume,blue_shirt,serafuku,off_shoulder,choker,red_bow,boots,bag,crop_top,halo,black_thighhighs,glasses,neckerchief,puffy_short_sleeves,weapon,neck_ribbon,buttons,plaid_clothes,black_pants,striped_clothes,detached_sleeves,red_ribbon,red_shirt,black_pantyhose,nail_polish,black_shorts,red_skirt,bra,short_shorts,grey_shirt,coat,barefoot,t-shirt,wide_sleeves,sleeves_past_wrists,black_choker,white_socks,plaid_skirt,hood,white_panties,black_ribbon,fingerless_gloves,white_gloves,necklace,kneehighs,ascot,wing_collar,black_hat,black_necktie,white_skirt
skirt	pleated_skirt,shirt,school_uniform,black_skirt,white_shirt,long_sleeves,miniskirt,thighhighs,bow,ribbon,hair_ornament,jacket,blue_skirt,short_sleeves,hat,socks,underwear,serafuku,collared_shirt,gloves,pantyhose,panties,shoes,frills,sailor_collar,necktie,hair_ribbon,black_thighhighs,red_skirt,hair_bow,open_clothes,jewelry,boots,bowtie,plaid_clothes,puffy_sleeves,detached_sleeves,bare_shoulders,hairband,sleeveless,white_skirt,neckerchief,plaid_skirt,vest,black_footwear,hairclip,cleavage,bag,black_pantyhose,weapon,belt,zettai_ryouiki,red_bow,frilled_skirt,black_gloves,kneehighs,wide_sleeves,alternate_costume,choker,white_panties,dress,white_gloves,sleeveless_shirt,earrings,crop_top,glasses,halo,striped_clothes,black_jacket,japanese_clothes,green_skirt,puffy_short_sleeves,open_jacket,sweater,dress_shirt,black_socks,black_shirt,white_thighhighs,red_ribbon,white_socks,buttons,elbow_gloves,ascot,grey_skirt,neck_ribbon,fingerless_gloves,bra,sleeves_past_wrists,off_shoulder,brown_footwear,skirt_set,cardigan,loafers,nail_polish,scarf,black_ribbon,hood,pencil_skirt,high_heels,high-waist_skirt
long_sleeves	shirt,jacket,skirt,white_shirt,bow,dress,hair_ornament,hat,open_clothes,pleated_skirt,ribbon,collared_shirt,school_uniform,wide_sleeves,sleeves_past_wrists,gloves,puffy_sleeves,jewelry,thighhighs,black_skirt,frills,pantyhose,open_jacket,shoes,hair_ribbon,black_jacket,necktie,socks,pants,hair_bow,black_footwear,black_gloves,hood,bare_shoulders,cleavage,boots,miniskirt,underwear,off_shoulder,hairband,sailor_collar,japanese_clothes,earrings,shorts,detached_sleeves,halo,bowtie,alternate_costume,sweater,coat,belt,panties,black_dress,weapon,serafuku,choker,black_thighhighs,hairclip,black_shirt,kimono,buttons,black_pantyhose,red_bow,juliet_sleeves,vest,bag,neckerchief,glasses,blue_skirt,puffy_long_sleeves,sleeveless,white_dress,red_ribbon,white_jacket,nail_polish,dress_shirt,neck_ribbon,short_sleeves,black_hat,white_gloves,hair_flower,plaid_clothes,striped_clothes,blue_jacket,sash,black_ribbon,apron,scarf,hoodie,black_bow,black_choker,black_pants,fur_trim,hood_down,sleeves_past_fingers,frilled_sleeves,necklace,white_socks,brown_footwear,cardigan
hair_ornament	hairclip,hair_flower,skirt,bare_shoulders,long_sleeves,dress,shirt,cleavage,ribbon,thighhighs,bow,jewelry,gloves,swimsuit,jacket,white_shirt,school_uniform,detached_sleeves,hair_ribbon,frills,pleated_skirt,bikini,underwear,hat,japanese_clothes,sleeveless,alternate_costume,panties,earrings,choker,short_sleeves,x_hair_ornament,hairband,open_clothes,hair_bow,pantyhose,black_gloves,kimono,white_dress,wide_sleeves,collared_shirt,shorts,socks,black_thighhighs,halo,black_skirt,nail_polish,shoes,serafuku,boots,sailor_collar,off_shoulder,necktie,barefoot,weapon,bowtie,nude,puffy_sleeves,miniskirt,white_gloves,white_thighhighs,belt,elbow_gloves,scrunchie,necklace,white_flower,black_dress,striped_clothes,black_footwear,open_jacket,bracelet,sash,hood,bag,fingerless_gloves,thigh_strap,clothing_cutout,bell,blue_skirt,sleeves_past_wrists,collar,sleeveless_dress,glasses,neckerchief,black_jacket,red_bow,black_choker,hair_scrunchie,crop_top,sleeveless_shirt,black_ribbon,scarf,bra,high_heels,black_pantyhose,floral_print,apron,white_panties,obi,pants
gloves	black_gloves,elbow_gloves,white_gloves,fingerless_gloves,thighhighs,dress,bare_shoulders,hat,jewelry,weapon,cleavage,skirt,boots,hair_ornament,jacket,long_sleeves,shirt,pantyhose,bow,ribbon,earrings,belt,black_thighhighs,sleeveless,choker,underwear,shorts,short_sleeves,panties,hairband,hair_ribbon,white_shirt,leotard,pants,necktie,black_footwear,detached_sleeves,pleated_skirt,sword,frills,high_heels,cape,white_dress,open_clothes,armor,fur_trim,halo,coat,black_skirt,black_dress,puffy_sleeves,crop_top,alternate_costume,hair_bow,shoes,white_thighhighs,miniskirt,black_jacket,clothing_cutout,black_pantyhose,gun,collared_shirt,strapless,thigh_strap,swimsuit,bowtie,school_uniform,scarf,collar,red_gloves,bikini,hairclip,single_glove,thigh_boots,bodysuit,brown_gloves,hood,covered_navel,highleg,open_jacket,glasses,striped_clothes,sailor_collar,necklace,hair_flower,fake_animal_ears,torn_clothes,cosplay,black_shirt,serafuku,black_panties,socks,detached_collar,sleeveless_dress,black_choker,holding_sword,bell,black_shorts,garter_straps,black_pants
dress	white_dress,black_dress,bare_shoulders,bow,ribbon,gloves,long_sleeves,jewelry,sleeveless_dress,frills,sleeveless,hat,hair_ornament,puffy_sleeves,short_sleeves,cleavage,thighhighs,blue_dress,hair_bow,hair_ribbon,short_dress,red_dress,detached_sleeves,earrings,frilled_dress,pantyhose,white_gloves,black_gloves,boots,choker,apron,elbow_gloves,puffy_short_sleeves,alternate_costume,shoes,hairband,shirt,chinese_clothes,hair_flower,underwear,black_footwear,weapon,panties,high_heels,jacket,china_dress,maid_headdress,pink_dress,skirt,clothing_cutout,necklace,black_thighhighs,strapless_dress,strapless,white_thighhighs,white_shirt,bowtie,red_ribbon,off_shoulder,socks,wide_sleeves,purple_dress,belt,red_bow,barefoot,halo,white_apron,capelet,bracelet,nail_polish,black_bow,open_clothes,neck_ribbon,fur_trim,cape,green_dress,collar,striped_clothes,blue_bow,black_pantyhose,juliet_sleeves,cleavage_cutout,sword,black_ribbon,white_flower,hairclip,necktie,wrist_cuffs,fingerless_gloves,collared_shirt,black_choker,maid_apron,mob_cap,white_panties,bag,pants,glasses,bare_arms,ascot,bare_legs
thighhighs	black_thighhighs,white_thighhighs,gloves,skirt,underwear,panties,bare_shoulders,hair_ornament,cleavage,elbow_gloves,zettai_ryouiki,dress,boots,bow,ribbon,long_sleeves,pleated_skirt,detached_sleeves,shirt,hat,black_gloves,hair_ribbon,weapon,jewelry,frills,garter_straps,miniskirt,hairband,striped_clothes,white_gloves,school_uniform,choker,jacket,shoes,high_heels,sleeveless,single_thighhigh,white_shirt,black_skirt,leotard,hair_bow,black_panties,thigh_boots,shorts,black_footwear,short_sleeves,white_panties,belt,swimsuit,open_clothes,alternate_costume,striped_thighhighs,earrings,fingerless_gloves,necktie,puffy_sleeves,bikini,bowtie,black_dress,hairclip,bra,collar,sword,nude,clothing_cutout,maid_headdress,highleg,no_shoes,crop_top,serafuku,apron,fake_animal_ears,sailor_collar,wrist_cuffs,nail_polish,japanese_clothes,off_shoulder,thigh_strap,detached_collar,white_dress,glasses,wide_sleeves,bell,hair_flower,collared_shirt,cape,torn_clothes,short_shorts,fur_trim,blue_skirt,short_dress,covered_navel,armor,strapless,pantyhose,no_panties,sleeveless_shirt,asymmetrical_legwear,hood,red_bow
bow	hair_bow,bowtie,red_bow,skirt,shirt,frills,ribbon,dress,black_bow,long_sleeves,white_shirt,hat,short_sleeves,blue_bow,hair_ornament,thighhighs,puffy_sleeves,bare_shoulders,school_uniform,underwear,gloves,cleavage,white_bow,hair_ribbon,pleated_skirt,pantyhose,collared_shirt,panties,jewelry,detached_sleeves,jacket,hairband,shoes,puffy_short_sleeves,wrist_cuffs,red_bowtie,socks,detached_collar,pink_bow,sleeveless,alternate_costume,apron,choker,leotard,fake_animal_ears,black_skirt,wide_sleeves,playboy_bunny,open_clothes,hat_bow,white_gloves,hairclip,sailor_collar,miniskirt,black_thighhighs,strapless,earrings,black_footwear,vest,black_dress,white_thighhighs,bow_panties,boots,white_dress,swimsuit,striped_clothes,red_ribbon,ascot,yellow_bow,maid_headdress,blue_skirt,black_gloves,black_bowtie,bikini,elbow_gloves,japanese_clothes,green_bow,black_pantyhose,white_panties,bra,red_skirt,halo,weapon,plaid_clothes,strapless_leotard,frilled_dress,buttons,hair_flower,purple_bow,blue_dress,nail_polish,high_heels,necktie,barefoot,sleeves_past_wrists,off_shoulder,belt,frilled_skirt,blue_bowtie,shorts
cleavage	bare_shoulders,swimsuit,bikini,jewelry,hair_ornament,thighhighs,gloves,dress,choker,underwear,bow,ribbon,earrings,panties,bra,alternate_costume,clothing_cutout,open_clothes,long_sleeves,shirt,leotard,off_shoulder,strapless,hair_ribbon,skirt,frills,jacket,hat,detached_collar,elbow_gloves,pantyhose,black_gloves,detached_sleeves,necklace,cleavage_cutout,black_thighhighs,hair_flower,shorts,nail_polish,hairband,sleeveless,weapon,black_bikini,white_gloves,halterneck,white_shirt,white_dress,playboy_bunny,hair_bow,black_choker,black_dress,high_heels,fake_animal_ears,belt,bare_arms,bracelet,barefoot,crop_top,collar,white_bikini,white_thighhighs,bowtie,side-tie_bikini_bottom,wrist_cuffs,covered_navel,boots,thigh_strap,hairclip,highleg,japanese_clothes,short_sleeves,halo,fingerless_gloves,open_jacket,glasses,short_shorts,black_panties,miniskirt,strapless_leotard,black_footwear,bare_legs,black_bra,pleated_skirt,fur_trim,kimono,black_leotard,puffy_sleeves,sword,pants,sleeveless_dress,black_skirt,striped_clothes,black_pantyhose,maid_headdress,open_shirt,garter_straps,shoes,black_jacket,collared_shirt,wide_sleeves
hat	dress,long_sleeves,gloves,skirt,shirt,bow,black_hat,ribbon,beret,short_sleeves,witch_hat,frills,thighhighs,white_hat,jacket,jewelry,puffy_sleeves,white_shirt,boots,mob_cap,hair_ornament,hat_ribbon,pantyhose,bare_shoulders,cleavage,hair_bow,shorts,shoes,black_gloves,hat_bow,white_gloves,wide_sleeves,belt,detached_sleeves,vest,underwear,weapon,socks,alternate_costume,swimsuit,puffy_short_sleeves,sleeveless,ascot,earrings,collared_shirt,hair_ribbon,panties,open_clothes,bag,pleated_skirt,baseball_cap,bikini,black_skirt,black_footwear,white_dress,peaked_cap,necktie,black_thighhighs,coat,pants,choker,red_bow,cape,school_uniform,glasses,bowtie,red_ribbon,striped_clothes,capelet,red_hat,military_uniform,buttons,santa_hat,tokin_hat,miniskirt,blue_hat,elbow_gloves,sailor_collar,scarf,fur_trim,fingerless_gloves,apron,black_dress,sun_hat,japanese_clothes,hairclip,red_skirt,off_shoulder,black_pantyhose,hat_ornament,pom_pom_(clothes),top_hat,serafuku,hairband,white_thighhighs,necklace,barefoot,frilled_sleeves,nail_polish,black_shirt
