long_hair	breasts,large_breasts,very_long_hair,blue_eyes,blonde_hair,black_hair,hair_between_eyes,navel,brown_hair,red_eyes,animal_ears,twintails,medium_breasts,purple_eyes,collarbone,sidelocks,nipples,blue_hair,green_eyes,white_hair,braid,multicolored_hair,pink_hair,brown_eyes,ponytail,tail,ahoge,purple_hair,grey_hair,yellow_eyes,thighs,ass,small_breasts,short_hair,horns,red_hair,pointy_ears,penis,pussy,blunt_bangs,green_hair,stomach,wings,midriff,armpits,streaked_hair,mole,pink_eyes,rabbit_ears,dark_skin,animal_ear_fluff,two-tone_hair,cat_ears,huge_breasts,hair_over_one_eye,hair_bun,parted_bangs,orange_hair,feet,two_side_up,dark-skinned_female,twin_braids,aqua_eyes,grey_eyes,fingernails,see-through_clothes,groin,fox_ears,mole_under_eye,orange_eyes,toes,covered_nipples,side_ponytail,single_braid,legs,gradient_hair,flat_chest,wet,black_eyes,hair_intakes,sideboob,low_twintails,skindentation,loli,shiny_skin,aqua_hair,cat_tail,horse_ears,tattoo,horse_girl,pubic_hair,one_side_up,swept_bangs,double_bun,wavy_hair,soles,alternate_hairstyle,underboob,heterochromia,pussy_juice
breasts	large_breasts,long_hair,medium_breasts,navel,nipples,blue_eyes,short_hair,collarbone,hair_between_eyes,blonde_hair,black_hair,animal_ears,small_breasts,very_long_hair,red_eyes,brown_hair,thighs,purple_eyes,tail,ass,twintails,green_eyes,sidelocks,brown_eyes,yellow_eyes,multicolored_hair,blue_hair,pink_hair,purple_hair,white_hair,grey_hair,ahoge,penis,braid,pussy,ponytail,horns,stomach,red_hair,huge_breasts,armpits,pointy_ears,midriff,dark_skin,medium_hair,mole,covered_nipples,rabbit_ears,green_hair,wings,blunt_bangs,hair_over_one_eye,groin,streaked_hair,pink_eyes,dark-skinned_female,sideboob,hair_bun,two-tone_hair,animal_ear_fluff,cat_ears,see-through_clothes,feet,wet,shiny_skin,skindentation,pubic_hair,underboob,fingernails,toes,parted_bangs,mole_under_eye,legs,orange_hair,pussy_juice,two_side_up,female_pubic_hair,fox_ears,orange_eyes,hair_intakes,aqua_eyes,cameltoe,tattoo,anus,grey_eyes,thick_thighs,twin_braids,cat_tail,swept_bangs,breasts_out,side_ponytail,thigh_gap,gradient_hair,black_eyes,double_bun,soles,horse_ears,erection,horse_girl,fox_tail
short_hair	breasts,brown_hair,black_hair,blue_eyes,blonde_hair,red_eyes,large_breasts,brown_eyes,animal_ears,navel,blue_hair,hair_between_eyes,medium_breasts,green_eyes,nipples,tail,collarbone,grey_hair,long_hair,pink_hair,purple_eyes,white_hair,yellow_eyes,purple_hair,ass,multicolored_hair,ahoge,red_hair,small_breasts,wings,green_hair,thighs,braid,twintails,penis,sidelocks,pussy,cat_ears,ponytail,hair_over_one_eye,horns,pointy_ears,dark_skin,bob_cut,black_eyes,midriff,pink_eyes,orange_hair,stomach,blunt_bangs,mole,two-tone_hair,flat_chest,armpits,hair_bun,streaked_hair,cat_tail,muscular,feet,dark-skinned_female,rabbit_ears,loli,parted_bangs,orange_eyes,fingernails,grey_eyes,side_ponytail,huge_breasts,animal_ear_fluff,mole_under_eye,covered_nipples,swept_bangs,pubic_hair,muscular_male,groin,wet,very_long_hair,medium_hair,toes,shiny_skin,facial_hair,pectorals,legs,aqua_eyes,twin_braids,see-through_clothes,abs,two_side_up,scar,tattoo,fox_ears,erection,colored_skin,double_bun,short_twintails,pussy_juice,anus,back,thick_thighs,fox_tail
large_breasts	breasts,long_hair,navel,nipples,collarbone,blue_eyes,thighs,very_long_hair,hair_between_eyes,red_eyes,blonde_hair,animal_ears,black_hair,short_hair,brown_hair,purple_eyes,ass,yellow_eyes,tail,pink_hair,sidelocks,purple_hair,penis,green_eyes,multicolored_hair,ponytail,brown_eyes,grey_hair,white_hair,blue_hair,twintails,braid,stomach,ahoge,pussy,horns,red_hair,armpits,mole,covered_nipples,pointy_ears,dark_skin,midriff,hair_over_one_eye,rabbit_ears,sideboob,dark-skinned_female,medium_hair,skindentation,green_hair,wet,streaked_hair,groin,see-through_clothes,pink_eyes,shiny_skin,pubic_hair,underboob,blunt_bangs,wings,two-tone_hair,mole_under_eye,hair_bun,animal_ear_fluff,fingernails,feet,cat_ears,female_pubic_hair,hair_intakes,fox_ears,breasts_out,legs,pussy_juice,parted_bangs,thick_thighs,orange_hair,toes,swept_bangs,cameltoe,tattoo,orange_eyes,anus,two_side_up,aqua_eyes,grey_eyes,thigh_gap,twin_braids,fox_tail,medium_breasts,mole_on_breast,gradient_hair,erection,demon_girl,areola_slip,alternate_breast_size,cat_tail,demon_horns,side_ponytail,double_bun,heterochromia
blue_eyes	long_hair,breasts,blonde_hair,blue_hair,short_hair,large_breasts,hair_between_eyes,navel,black_hair,brown_hair,medium_breasts,very_long_hair,animal_ears,collarbone,twintails,grey_hair,white_hair,braid,nipples,pink_hair,multicolored_hair,ponytail,sidelocks,ahoge,tail,thighs,ass,small_breasts,red_hair,purple_hair,medium_hair,red_eyes,pussy,penis,midriff,pointy_ears,hair_over_one_eye,stomach,wings,horns,orange_hair,streaked_hair,green_eyes,blunt_bangs,armpits,purple_eyes,heterochromia,mole,green_hair,cat_ears,hair_bun,rabbit_ears,yellow_eyes,brown_eyes,dark_skin,two-tone_hair,animal_ear_fluff,parted_bangs,twin_braids,two_side_up,feet,huge_breasts,groin,flat_chest,legs,covered_nipples,see-through_clothes,wet,side_ponytail,dark-skinned_female,fingernails,single_braid,toes,hair_intakes,sideboob,mole_under_eye,shiny_skin,cat_tail,swept_bangs,loli,horse_ears,gradient_hair,double_bun,skindentation,horse_girl,pink_eyes,one_side_up,blue_nails,low_twintails,alternate_hairstyle,underboob,wavy_hair,cameltoe,pubic_hair,soles,fox_ears,tattoo,anus,pussy_juice,drill_hair
blonde_hair	long_hair,blue_eyes,breasts,short_hair,green_eyes,large_breasts,yellow_eyes,red_eyes,navel,hair_between_eyes,braid,animal_ears,medium_breasts,very_long_hair,twintails,nipples,ahoge,ponytail,tail,collarbone,multicolored_hair,sidelocks,purple_eyes,pointy_ears,ass,black_hair,wings,brown_hair,brown_eyes,small_breasts,thighs,blue_hair,horns,penis,medium_hair,pink_hair,pussy,red_hair,midriff,dark_skin,purple_hair,grey_hair,hair_bun,side_ponytail,armpits,parted_bangs,stomach,white_hair,hair_over_one_eye,green_hair,fox_ears,cat_ears,streaked_hair,huge_breasts,blunt_bangs,rabbit_ears,dark-skinned_female,animal_ear_fluff,two-tone_hair,fox_tail,two_side_up,orange_eyes,aqua_eyes,flat_chest,pink_eyes,single_braid,feet,gradient_hair,twin_braids,orange_hair,drill_hair,mole,loli,covered_nipples,fingernails,groin,hair_intakes,cat_tail,legs,shiny_skin,see-through_clothes,one_side_up,swept_bangs,elf,toes,grey_eyes,black_eyes,double_bun,tattoo,sideboob,wet,skindentation,wavy_hair,low_twintails,fox_girl,alternate_hairstyle,pubic_hair,anus,pussy_juice,cameltoe
black_hair	long_hair,short_hair,breasts,multicolored_hair,red_eyes,large_breasts,blue_eyes,navel,animal_ears,brown_eyes,hair_between_eyes,black_eyes,medium_breasts,twintails,collarbone,nipples,very_long_hair,yellow_eyes,purple_eyes,ponytail,tail,sidelocks,green_eyes,ass,brown_hair,two-tone_hair,thighs,blonde_hair,streaked_hair,small_breasts,white_hair,ahoge,red_hair,blunt_bangs,braid,mole,horns,penis,dark_skin,grey_hair,medium_hair,pink_hair,blue_hair,pussy,cat_ears,wings,midriff,stomach,purple_hair,grey_eyes,mole_under_eye,dark-skinned_female,pointy_ears,armpits,hair_bun,hair_over_one_eye,animal_ear_fluff,huge_breasts,feet,colored_inner_hair,green_hair,parted_bangs,rabbit_ears,pink_eyes,gradient_hair,fingernails,pubic_hair,toes,orange_eyes,wet,orange_hair,flat_chest,cat_tail,loli,covered_nipples,groin,legs,see-through_clothes,black_nails,tattoo,muscular,twin_braids,two_side_up,swept_bangs,fox_ears,sideboob,scar,bob_cut,horse_ears,horse_girl,side_ponytail,aqua_eyes,colored_skin,double_bun,shiny_skin,skindentation,female_pubic_hair,cat_girl,soles,single_braid
brown_hair	brown_eyes,short_hair,long_hair,breasts,animal_ears,large_breasts,blue_eyes,navel,hair_between_eyes,medium_breasts,twintails,collarbone,ponytail,red_eyes,green_eyes,tail,nipples,ahoge,black_hair,purple_eyes,braid,ass,sidelocks,very_long_hair,multicolored_hair,blonde_hair,small_breasts,yellow_eyes,medium_hair,thighs,horse_girl,horse_ears,penis,pussy,midriff,white_hair,blue_hair,hair_bun,cat_ears,grey_hair,stomach,streaked_hair,blunt_bangs,dark_skin,mole,horse_tail,red_hair,armpits,pink_hair,purple_hair,side_ponytail,horns,rabbit_ears,parted_bangs,feet,two-tone_hair,flat_chest,huge_breasts,green_hair,loli,pink_eyes,wet,cat_tail,wings,twin_braids,black_eyes,double_bun,fingernails,two_side_up,animal_ear_fluff,pubic_hair,groin,hair_tubes,legs,orange_hair,mole_under_eye,covered_nipples,swept_bangs,hair_over_one_eye,orange_eyes,grey_eyes,dark-skinned_female,see-through_clothes,toes,pointy_ears,single_braid,shiny_skin,low_twintails,gradient_hair,fox_ears,hair_intakes,pussy_juice,aqua_eyes,one_side_up,wavy_hair,female_pubic_hair,skindentation,anus,sideboob,high_ponytail
navel	breasts,stomach,nipples,large_breasts,collarbone,midriff,long_hair,medium_breasts,thighs,small_breasts,blue_eyes,pussy,short_hair,very_long_hair,hair_between_eyes,black_hair,blonde_hair,brown_hair,animal_ears,red_eyes,groin,armpits,tail,twintails,purple_eyes,penis,green_eyes,sidelocks,brown_eyes,multicolored_hair,pink_hair,yellow_eyes,ahoge,blue_hair,purple_hair,white_hair,ponytail,grey_hair,horns,braid,dark_skin,loli,red_hair,pointy_ears,underboob,flat_chest,pubic_hair,huge_breasts,skindentation,covered_nipples,ass,dark-skinned_female,shiny_skin,wet,medium_hair,female_pubic_hair,green_hair,cat_ears,mole,wings,blunt_bangs,streaked_hair,see-through_clothes,two-tone_hair,pink_eyes,animal_ear_fluff,thigh_gap,hair_over_one_eye,pussy_juice,abs,feet,tattoo,cameltoe,toes,fingernails,hair_bun,orange_hair,parted_bangs,thick_thighs,erection,cat_tail,orange_eyes,legs,two_side_up,side_ponytail,breasts_apart,aqua_eyes,testicles,muscular,mole_under_eye,hair_intakes,anus,rabbit_ears,fox_ears,areola_slip,black_eyes,grey_eyes,gradient_hair,swept_bangs,twin_braids
red_eyes	long_hair,breasts,black_hair,short_hair,red_hair,large_breasts,hair_between_eyes,animal_ears,blonde_hair,white_hair,very_long_hair,navel,wings,tail,twintails,blue_hair,grey_hair,brown_hair,medium_breasts,collarbone,horns,multicolored_hair,pointy_ears,nipples,ahoge,purple_hair,thighs,sidelocks,small_breasts,pink_hair,braid,ass,ponytail,rabbit_ears,blue_eyes,green_hair,medium_hair,cat_ears,heterochromia,pussy,streaked_hair,stomach,midriff,yellow_eyes,penis,dark_skin,blunt_bangs,two-tone_hair,armpits,hair_over_one_eye,green_eyes,animal_ear_fluff,huge_breasts,mole,purple_eyes,side_ponytail,fingernails,dark-skinned_female,feet,flat_chest,bat_wings,hair_bun,twin_braids,colored_skin,two_side_up,see-through_clothes,wolf_ears,parted_bangs,orange_hair,cat_tail,groin,red_nails,mole_under_eye,brown_eyes,toes,covered_nipples,one_side_up,demon_horns,fox_ears,legs,demon_girl,gradient_hair,skindentation,loli,wet,sideboob,drill_hair,black_nails,hair_intakes,tattoo,double_bun,black_wings,alternate_hairstyle,shiny_skin,underboob,soles,white_pupils,demon_tail,pokemon_(creature),horse_ears
